SRCID,Q1,Q1_Ordinal,Q2,DUM1,DUM2,Q5Average,Q6,Q7Average,Q8,Q9Average,Q10,Q11Average,Q12,Q12_Ordinal,Q18,Q20,Q22,Q22_Ordinal,Q24,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,Random
354,2,"""2""","""1""","""2""","""1""",2,"""12""",2,"""5""",2,"""1""",2,2,"""2""",9,9,3,"""3""","""1""","""2""","""4""","""1""","""5""",669.6366972
355,4,"""4""","""11""","""2""","""1""",2,"""11""",1,"""2""",2,"""1""",2,2,"""2""",5,8,3,"""3""","""1""","""2""","""3""","""1""","""1""",670.0715596
356,4,"""4""","""16""","""1""","""2""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""1""","""2""","""2""","""1""","""3""",670.506422
363,4,"""4""","""16""","""1""","""1""",2,"""12""",2,"""1""",2,"""2""",2,2,"""2""",8,6,3,"""3""","""0""","""1""","""3""","""2""","""3""",670.9412844
365,2,"""2""","""12""","""1""","""2""",2,"""1""",2,"""2""",2,"""1""",2,2,"""2""",5,6,3,"""3""","""1""","""1""","""4""","""1""","""7""",671.3761468
366,2,"""2""","""11""","""1""","""1""",3,"""10""",1,"""1""",3,"""2""",2,2,"""2""",5,7,3,"""3""","""1""","""2""","""4""","""1""","""4""",671.8110092
370,2,"""2""","""11""","""1""","""3""",2,"""4""",2,"""9""",2,"""2""",2,2,"""2""",3,6,3,"""3""","""0""","""1""","""2""","""3""","""2""",672.2458716
374,4,"""4""","""20""","""1""","""2""",2,"""9""",1,"""5""",2,"""2""",2,2,"""2""",4,7,3,"""3""","""1""","""2""","""4""","""1""","""2""",672.6807339
378,2,"""2""","""1""","""1""","""1""",3,"""4""",1,"""9""",3,"""2""",2,2,"""2""",4,8,3,"""3""","""1""","""2""","""2""","""1""","""1""",673.1155963
385,2,"""2""","""11""","""1""","""3""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",4,5,3,"""3""","""1""","""2""","""2""","""1""","""1""",673.5504587
387,1,"""1""","""11""","""2""","""1""",2,"""6""",1,"""5""",2,"""1""",1,2,"""2""",6,5,3,"""3""","""1""","""1""","""4""","""1""","""5""",673.9853211
390,2,"""2""","""29""","""1""","""1""",2,"""9""",1,"""2""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""1""","""2""","""3""","""1""","""2""",674.4201835
395,1,"""1""","""5""","""1""","""2""",2,"""10""",1,"""3""",2,"""2""",2,2,"""2""",5,8,3,"""3""","""1""","""2""","""2""","""1""","""3""",674.8550459
396,2,"""2""","""11""","""2""","""3""",2,"""9""",2,"""8""",2,"""1""",1,2,"""2""",9,8,3,"""3""","""1""","""1""","""2""","""1""","""1""",675.2899083
401,2,"""2""","""11""","""1""","""1""",1,"""9""",1,"""5""",1,"""1""",1,2,"""2""",6,9,3,"""3""","""1""","""1""","""2""","""1""","""5""",675.7247706
410,1,"""1""","""-98""","""1""","""2""",2,"""6""",1,"""5""",2,"""1""",2,2,"""2""",3,6,3,"""3""","""0""","""2""","""2""","""2""","""2""",676.159633
412,4,"""4""","""35""","""2""","""1""",2,"""10""",2,"""5""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""1""","""2""","""4""","""1""","""3""",676.5944954
414,4,"""4""","""6""","""2""","""2""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""0""","""2""","""4""","""3""","""6""",677.0293578
416,4,"""4""","""37""","""2""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""2""","""1""","""1""","""3""",677.4642202
417,4,"""4""","""11""","""1""","""1""",2,"""9""",1,"""5""",2,"""1""",1,2,"""2""",0,10,3,"""3""","""1""","""2""","""3""","""1""","""8""",677.8990826
418,2,"""2""","""11""","""1""","""1""",1,"""1""",2,"""8""",1,"""1""",2,2,"""2""",5,5,3,"""3""","""1""","""2""","""4""","""1""","""2""",678.333945
427,2,"""2""","""4""","""2""","""3""",2,"""2""",2,"""5""",2,"""1""",2,2,"""2""",6,5,3,"""3""","""1""","""2""","""2""","""1""","""3""",678.7688073
428,2,"""2""","""2""","""1""","""1""",3,"""6""",2,"""5""",3,"""1""",2,2,"""2""",8,8,3,"""3""","""1""","""1""","""3""","""1""","""5""",679.2036697
430,4,"""4""","""11""","""1""","""1""",1,"""6""",2,"""5""",1,"""1""",2,2,"""2""",6,6,3,"""3""","""2""","""1""","""3""","""1""","""1""",679.6385321
433,2,"""2""","""11""","""1""","""1""",2,"""4""",2,"""5""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""2""","""1""","""3""",680.0733945
442,2,"""2""","""11""","""1""","""2""",2,"""7""",2,"""4""",2,"""1""",2,2,"""2""",2,3,3,"""3""","""1""","""2""","""1""","""1""","""5""",680.5082569
446,4,"""4""","""35""","""1""","""2""",2,"""12""",2,"""5""",2,"""1""",2,2,"""2""",4,6,3,"""3""","""1""","""2""","""3""","""1""","""4""",680.9431193
451,2,"""2""","""11""","""2""","""3""",2,"""6""",1,"""5""",2,"""1""",2,2,"""2""",5,8,3,"""3""","""1""","""2""","""2""","""1""","""4""",681.3779817
453,2,"""2""","""1""","""2""","""3""",2,"""4""",1,"""5""",2,"""2""",3,2,"""2""",6,9,3,"""3""","""1""","""2""","""2""","""1""","""5""",681.812844
462,4,"""4""","""11""","""2""","""3""",2,"""4""",2,"""9""",2,"""1""",2,2,"""2""",3,3,3,"""3""","""0""","""2""","""2""","""3""","""3""",682.2477064
463,4,"""4""","""5""","""1""","""1""",2,"""4""",1,"""3""",2,"""1""",2,2,"""2""",6,6,3,"""3""","""1""","""2""","""2""","""1""","""2""",682.6825688
464,4,"""4""","""37""","""1""","""1""",2,"""9""",2,"""2""",2,"""1""",1,2,"""2""",5,8,3,"""3""","""0""","""1""","""3""","""2""","""3""",683.1174312
468,2,"""2""","""1""","""1""","""1""",2,"""9""",1,"""5""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""0""","""1""","""2""","""2""","""3""",683.5522936
472,4,"""4""","""19""","""1""","""3""",3,"""1""",2,"""5""",3,"""2""",2,2,"""2""",8,7,3,"""3""","""1""","""1""","""3""","""1""","""1""",683.987156
474,4,"""4""","""20""","""2""","""3""",2,"""1""",1,"""5""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""1""","""1""","""2""","""1""","""1""",684.4220183
475,1,"""1""","""16""","""1""","""1""",2,"""4""",2,"""5""",2,"""1""",2,2,"""2""",5,6,3,"""3""","""1""","""1""","""3""","""1""","""3""",684.8568807
476,4,"""4""","""11""","""1""","""1""",2,"""1""",1,"""2""",2,"""1""",2,2,"""2""",3,4,3,"""3""","""1""","""2""","""3""","""1""","""1""",685.2917431
481,2,"""2""","""37""","""2""","""3""",2,"""4""",1,"""5""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""1""","""1""","""4""","""1""","""1""",685.7266055
482,4,"""4""","""11""","""1""","""1""",3,"""12""",2,"""8""",3,"""2""",2,2,"""2""",6,3,3,"""3""","""0""","""2""","""2""","""3""","""1""",686.1614679
484,4,"""4""","""36""","""2""","""2""",2,"""12""",1,"""8""",2,"""1""",2,2,"""2""",0,5,3,"""3""","""0""","""2""","""4""","""1""","""3""",686.5963303
492,2,"""2""","""1""","""1""","""3""",2,"""1""",1,"""1""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""1""","""2""","""4""","""1""","""1""",687.0311927
494,2,"""2""","""-98""","""1""","""1""",2,"""4""",2,"""5""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""0""","""2""","""2""","""3""","""2""",687.466055
496,2,"""2""","""1""","""2""","""3""",2,"""11""",2,"""9""",2,"""2""",2,2,"""2""",5,6,3,"""3""","""1""","""2""","""2""","""1""","""3""",687.9009174
499,4,"""4""","""20""","""1""","""1""",1,"""9""",1,"""5""",1,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""3""",688.3357798
505,2,"""2""","""-98""","""1""","""2""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""1""","""1""","""4""","""1""","""3""",688.7706422
508,2,"""2""","""35""","""2""","""1""",2,"""4""",2,"""2""",2,"""2""",2,2,"""2""",6,8,3,"""3""","""1""","""2""","""1""","""1""","""2""",689.2055046
513,4,"""4""","""1""","""2""","""1""",2,"""6""",1,"""8""",2,"""1""",2,2,"""2""",3,7,3,"""3""","""1""","""2""","""2""","""1""","""2""",689.640367
515,4,"""4""","""11""","""2""","""1""",2,"""9""",1,"""3""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""0""","""2""","""2""","""1""","""6""",690.0752294
516,2,"""2""","""29""","""2""","""1""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",7,9,3,"""3""","""2""","""1""","""4""","""1""","""1""",690.5100917
521,4,"""4""","""11""","""1""","""3""",2,"""6""",2,"""5""",2,"""1""",2,2,"""2""",8,8,3,"""3""","""1""","""1""","""3""","""1""","""1""",690.9449541
522,4,"""4""","""11""","""2""","""3""",2,"""4""",2,"""5""",2,"""2""",2,2,"""2""",6,8,3,"""3""","""1""","""1""","""4""","""1""","""1""",691.3798165
525,2,"""2""","""13""","""1""","""2""",2,"""2""",1,"""9""",2,"""2""",2,2,"""2""",5,8,3,"""3""","""1""","""1""","""4""","""1""","""2""",691.8146789
526,2,"""2""","""20""","""1""","""3""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",6,6,3,"""3""","""1""","""1""","""3""","""1""","""4""",692.2495413
527,4,"""4""","""96""","""1""","""2""",2,"""10""",2,"""3""",2,"""2""",2,2,"""2""",6,8,3,"""3""","""1""","""2""","""3""","""1""","""3""",692.6844037
545,4,"""4""","""1""","""1""","""2""",2,"""9""",1,"""5""",2,"""2""",2,2,"""2""",2,1,3,"""3""","""0""","""2""","""4""","""2""","""4""",693.1192661
547,2,"""2""","""11""","""1""","""2""",2,"""9""",1,"""2""",2,"""1""",2,2,"""2""",5,6,3,"""3""","""1""","""2""","""4""","""1""","""2""",693.5541284
549,2,"""2""","""1""","""2""","""1""",2,"""4""",1,"""2""",2,"""1""",1,2,"""2""",4,8,3,"""3""","""1""","""2""","""2""","""1""","""5""",693.9889908
550,2,"""2""","""11""","""1""","""1""",2,"""4""",2,"""5""",2,"""1""",2,2,"""2""",5,10,3,"""3""","""1""","""1""","""2""","""1""","""6""",694.4238532
558,4,"""4""","""16""","""1""","""2""",2,"""9""",2,"""2""",2,"""2""",2,2,"""2""",6,6,3,"""3""","""1""","""1""","""2""","""1""","""1""",694.8587156
559,2,"""2""","""11""","""2""","""1""",2,"""12""",1,"""5""",2,"""1""",2,2,"""2""",7,9,3,"""3""","""1""","""1""","""2""","""1""","""2""",695.293578
562,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",4,3,3,"""3""","""2""","""2""","""2""","""1""","""1""",695.7284404
563,1,"""1""","""19""","""2""","""1""",2,"""9""",1,"""9""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""0""","""2""","""4""","""2""","""2""",696.1633028
565,2,"""2""","""13""","""2""","""1""",2,"""1""",1,"""1""",2,"""1""",2,2,"""2""",8,8,3,"""3""","""1""","""2""","""4""","""1""","""2""",696.5981651
566,4,"""4""","""16""","""2""","""3""",2,"""9""",1,"""5""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""1""","""1""","""4""","""1""","""1""",697.0330275
567,2,"""2""","""1""","""2""","""1""",2,"""4""",1,"""5""",2,"""2""",2,2,"""2""",5,6,3,"""3""","""2""","""1""","""3""","""1""","""5""",697.4678899
569,1,"""1""","""33""","""2""","""2""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",5,6,3,"""3""","""1""","""1""","""4""","""1""","""8""",697.9027523
576,2,"""2""","""17""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",5,6,3,"""3""","""0""","""2""","""4""","""2""","""5""",698.3376147
577,2,"""2""","""32""","""1""","""2""",2,"""1""",1,"""2""",2,"""2""",2,2,"""2""",8,7,3,"""3""","""2""","""1""","""2""","""1""","""3""",698.7724771
587,2,"""2""","""96""","""2""","""2""",2,"""4""",2,"""5""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""1""","""1""","""4""","""1""","""2""",699.2073394
591,2,"""2""","""16""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",2,2,"""2""",8,7,3,"""3""","""1""","""2""","""2""","""1""","""2""",699.6422018
593,4,"""4""","""16""","""2""","""1""",2,"""9""",1,"""5""",2,"""1""",2,2,"""2""",3,7,3,"""3""","""2""","""2""","""4""","""1""","""1""",700.0770642
604,5,"""5""","""11""","""2""","""2""",2,"""9""",1,"""4""",2,"""1""",2,2,"""2""",10,10,3,"""3""","""1""","""1""","""2""","""1""","""1""",700.5119266
605,2,"""2""","""-98""","""1""","""3""",2,"""1""",1,"""4""",2,"""2""",2,2,"""2""",3,3,3,"""3""","""0""","""2""","""3""","""3""","""1""",700.946789
609,5,"""5""","""11""","""1""","""1""",2,"""6""",1,"""5""",2,"""2""",1,2,"""2""",4,8,3,"""3""","""1""","""1""","""2""","""1""","""3""",701.3816514
617,2,"""2""","""13""","""1""","""2""",2,"""4""",1,"""5""",2,"""1""",2,2,"""2""",9,8,3,"""3""","""1""","""1""","""2""","""1""","""1""",701.8165138
618,4,"""4""","""37""","""1""","""1""",2,"""5""",1,"""9""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""2""","""4""","""1""","""1""",702.2513761
620,2,"""2""","""16""","""2""","""2""",2,"""12""",2,"""5""",2,"""1""",2,2,"""2""",9,10,3,"""3""","""1""","""2""","""3""","""1""","""1""",702.6862385
625,2,"""2""","""16""","""2""","""1""",2,"""4""",2,"""9""",2,"""2""",2,2,"""2""",8,8,3,"""3""","""0""","""1""","""3""","""2""","""5""",703.1211009
629,2,"""2""","""1""","""2""","""1""",3,"""6""",1,"""3""",3,"""2""",2,2,"""2""",8,10,3,"""3""","""1""","""2""","""2""","""1""","""4""",703.5559633
633,4,"""4""","""11""","""1""","""1""",2,"""6""",1,"""8""",2,"""1""",2,2,"""2""",8,10,3,"""3""","""1""","""2""","""2""","""1""","""1""",703.9908257
640,5,"""5""","""19""","""2""","""1""",3,"""1""",1,"""5""",3,"""2""",2,2,"""2""",4,8,3,"""3""","""1""","""1""","""3""","""1""","""3""",704.4256881
641,2,"""2""","""11""","""2""","""2""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",8,7,3,"""3""","""1""","""1""","""4""","""1""","""3""",704.8605505
643,4,"""4""","""11""","""1""","""3""",2,"""1""",1,"""5""",2,"""1""",2,2,"""2""",9,7,3,"""3""","""0""","""2""","""3""","""3""","""3""",705.2954128
647,2,"""2""","""30""","""1""","""2""",2,"""6""",1,"""2""",2,"""1""",2,2,"""2""",3,4,3,"""3""","""1""","""2""","""2""","""1""","""5""",705.7302752
648,2,"""2""","""11""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",1,2,3,"""3""","""1""","""2""","""4""","""1""","""5""",706.1651376
650,4,"""4""","""20""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",2,2,"""2""",5,7,3,"""3""","""1""","""2""","""2""","""1""","""2""",706.6
652,1,"""1""","""1""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",2,2,"""2""",8,8,3,"""3""","""1""","""2""","""2""","""1""","""2""",707.0348624
653,2,"""2""","""29""","""2""","""2""",2,"""1""",1,"""2""",2,"""1""",2,2,"""2""",5,6,3,"""3""","""1""","""2""","""4""","""1""","""5""",707.4697248
662,2,"""2""","""30""","""2""","""1""",2,"""12""",2,"""5""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""2""","""2""","""3""","""1""","""5""",707.9045872
665,1,"""1""","""11""","""2""","""1""",2,"""12""",1,"""2""",2,"""1""",1,2,"""2""",7,7,3,"""3""","""1""","""1""","""2""","""1""","""2""",708.3394495
667,2,"""2""","""16""","""1""","""3""",2,"""4""",1,"""8""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""2""","""1""","""4""","""1""","""5""",708.7743119
671,4,"""4""","""16""","""2""","""3""",2,"""9""",2,"""5""",2,"""1""",1,2,"""2""",4,6,3,"""3""","""1""","""1""","""4""","""1""","""1""",709.2091743
673,4,"""4""","""16""","""1""","""1""",2,"""12""",2,"""6""",2,"""1""",2,2,"""2""",7,9,3,"""3""","""2""","""2""","""4""","""1""","""5""",709.6440367
676,2,"""2""","""1""","""2""","""1""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",5,7,3,"""3""","""2""","""2""","""2""","""1""","""5""",710.0788991
679,2,"""2""","""13""","""1""","""1""",2,"""3""",1,"""2""",2,"""1""",2,2,"""2""",5,8,3,"""3""","""0""","""1""","""2""","""3""","""2""",710.5137615
682,1,"""1""","""16""","""2""","""3""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""4""","""1""","""3""",710.9486239
686,2,"""2""","""16""","""1""","""3""",3,"""10""",1,"""8""",3,"""2""",2,2,"""2""",8,6,3,"""3""","""1""","""2""","""3""","""1""","""3""",711.3834862
689,4,"""4""","""11""","""1""","""3""",2,"""9""",2,"""8""",2,"""1""",2,2,"""2""",7,6,3,"""3""","""1""","""1""","""3""","""1""","""8""",711.8183486
691,2,"""2""","""11""","""1""","""1""",3,"""12""",1,"""3""",3,"""1""",1,2,"""2""",7,5,3,"""3""","""1""","""1""","""2""","""1""","""2""",712.253211
692,4,"""4""","""19""","""2""","""1""",2,"""1""",2,"""5""",2,"""1""",3,2,"""2""",5,10,3,"""3""","""1""","""1""","""2""","""1""","""3""",712.6880734
697,2,"""2""","""6""","""1""","""1""",2,"""6""",2,"""8""",2,"""2""",2,2,"""2""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""5""",713.1229358
700,1,"""1""","""11""","""2""","""1""",2,"""4""",1,"""9""",2,"""2""",1,2,"""2""",5,6,3,"""3""","""1""","""1""","""2""","""1""","""2""",713.5577982
705,2,"""2""","""19""","""1""","""2""",2,"""6""",1,"""5""",2,"""2""",2,2,"""2""",8,10,3,"""3""","""1""","""1""","""2""","""1""","""2""",713.9926606
707,2,"""2""","""4""","""1""","""1""",2,"""4""",2,"""5""",2,"""1""",2,2,"""2""",7,10,3,"""3""","""0""","""1""","""3""","""3""","""4""",714.4275229
709,1,"""1""","""11""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",6,4,3,"""3""","""1""","""1""","""4""","""1""","""1""",714.8623853
711,1,"""1""","""1""","""1""","""3""",2,"""4""",2,"""2""",2,"""2""",2,2,"""2""",7,7,3,"""3""","""0""","""1""","""4""","""3""","""3""",715.2972477
712,2,"""2""","""1""","""1""","""1""",2,"""3""",1,"""1""",2,"""2""",2,2,"""2""",4,8,3,"""3""","""1""","""2""","""2""","""1""","""2""",715.7321101
713,2,"""2""","""16""","""1""","""1""",2,"""4""",2,"""9""",2,"""2""",2,2,"""2""",1,7,3,"""3""","""1""","""2""","""2""","""1""","""1""",716.1669725
714,4,"""4""","""16""","""1""","""2""",2,"""9""",1,"""8""",2,"""1""",2,2,"""2""",3,7,3,"""3""","""1""","""2""","""2""","""1""","""1""",716.6018349
720,2,"""2""","""1""","""1""","""1""",2,"""4""",1,"""1""",2,"""1""",2,2,"""2""",10,9,3,"""3""","""1""","""1""","""2""","""1""","""2""",717.0366972
721,4,"""4""","""11""","""1""","""1""",2,"""1""",2,"""9""",2,"""1""",1,2,"""2""",6,7,3,"""3""","""0""","""1""","""1""","""3""","""1""",717.4715596
732,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""2""",2,"""2""",1,2,"""2""",8,8,3,"""3""","""1""","""2""","""1""","""1""","""3""",717.906422
737,2,"""2""","""11""","""1""","""1""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",8,8,3,"""3""","""1""","""1""","""3""","""1""","""2""",718.3412844
755,2,"""2""","""35""","""1""","""1""",2,"""6""",2,"""9""",2,"""1""",2,2,"""2""",7,5,3,"""3""","""1""","""2""","""2""","""1""","""3""",718.7761468
757,2,"""2""","""16""","""1""","""2""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""0""","""1""","""1""","""3""","""2""",719.2110092
759,4,"""4""","""4""","""2""","""1""",2,"""4""",2,"""5""",2,"""1""",2,2,"""2""",5,8,3,"""3""","""0""","""1""","""4""","""2""","""8""",719.6458716
760,2,"""2""","""19""","""1""","""1""",2,"""9""",2,"""5""",2,"""2""",2,2,"""2""",5,8,3,"""3""","""1""","""1""","""4""","""1""","""1""",720.0807339
762,4,"""4""","""11""","""1""","""1""",2,"""9""",2,"""8""",2,"""1""",1,2,"""2""",5,7,3,"""3""","""0""","""1""","""3""","""2""","""2""",720.5155963
765,4,"""4""","""16""","""2""","""2""",3,"""12""",2,"""5""",3,"""1""",1,2,"""2""",7,9,3,"""3""","""1""","""2""","""4""","""1""","""2""",720.9504587
768,4,"""4""","""96""","""1""","""1""",2,"""11""",1,"""5""",2,"""1""",2,2,"""2""",3,8,3,"""3""","""1""","""2""","""1""","""1""","""3""",721.3853211
769,1,"""1""","""11""","""1""","""1""",2,"""1""",2,"""9""",2,"""1""",2,2,"""2""",8,10,3,"""3""","""1""","""1""","""4""","""1""","""2""",721.8201835
771,2,"""2""","""6""","""1""","""3""",2,"""4""",1,"""2""",2,"""2""",2,2,"""2""",6,9,3,"""3""","""1""","""1""","""2""","""1""","""3""",722.2550459
773,4,"""4""","""37""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""1""","""2""","""2""","""1""","""4""",722.6899083
778,2,"""2""","""29""","""1""","""1""",2,"""1""",2,"""2""",2,"""2""",1,2,"""2""",6,6,3,"""3""","""1""","""1""","""3""","""1""","""3""",723.1247706
781,4,"""4""","""29""","""1""","""2""",3,"""4""",1,"""9""",3,"""2""",1,2,"""2""",7,10,3,"""3""","""1""","""1""","""2""","""1""","""3""",723.559633
789,4,"""4""","""20""","""2""","""2""",3,"""2""",1,"""3""",3,"""2""",2,2,"""2""",5,7,3,"""3""","""1""","""1""","""1""","""1""","""1""",723.9944954
794,4,"""4""","""29""","""1""","""1""",3,"""4""",1,"""2""",3,"""2""",2,2,"""2""",2,0,3,"""3""","""1""","""2""","""4""","""1""","""6""",724.4293578
797,2,"""2""","""19""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""3""","""1""","""4""",724.8642202
801,2,"""2""","""16""","""2""","""3""",2,"""4""",1,"""3""",2,"""1""",2,2,"""2""",0,10,3,"""3""","""0""","""2""","""4""","""2""","""1""",725.2990826
811,4,"""4""","""11""","""1""","""2""",2,"""12""",1,"""5""",2,"""1""",1,2,"""2""",8,9,3,"""3""","""1""","""1""","""2""","""1""","""2""",725.733945
818,2,"""2""","""7""","""1""","""1""",2,"""12""",2,"""8""",2,"""2""",2,2,"""2""",6,7,3,"""3""","""1""","""1""","""3""","""1""","""4""",726.1688073
821,1,"""1""","""12""","""2""","""1""",1,"""1""",2,"""6""",1,"""1""",2,2,"""2""",7,5,3,"""3""","""1""","""2""","""3""","""1""","""3""",726.6036697
822,2,"""2""","""6""","""2""","""2""",2,"""4""",1,"""3""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""0""","""2""","""4""","""1""","""4""",727.0385321
828,2,"""2""","""5""","""1""","""1""",2,"""4""",2,"""9""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""1""",727.4733945
832,2,"""2""","""11""","""1""","""3""",2,"""1""",1,"""8""",2,"""1""",2,2,"""2""",5,10,3,"""3""","""1""","""1""","""3""","""1""","""1""",727.9082569
836,4,"""4""","""14""","""1""","""2""",3,"""12""",1,"""7""",3,"""2""",2,2,"""2""",8,6,3,"""3""","""1""","""2""","""2""","""1""","""1""",728.3431193
846,4,"""4""","""11""","""2""","""2""",2,"""9""",2,"""3""",2,"""1""",2,2,"""2""",4,6,3,"""3""","""1""","""1""","""4""","""1""","""1""",728.7779817
848,2,"""2""","""16""","""1""","""3""",2,"""6""",1,"""8""",2,"""1""",2,2,"""2""",6,4,3,"""3""","""1""","""1""","""3""","""1""","""5""",729.212844
854,2,"""2""","""20""","""1""","""1""",2,"""6""",1,"""5""",2,"""1""",2,2,"""2""",5,7,3,"""3""","""1""","""2""","""4""","""1""","""4""",729.6477064
860,2,"""2""","""1""","""2""","""2""",3,"""2""",2,"""1""",3,"""2""",2,2,"""2""",7,6,3,"""3""","""0""","""1""","""4""","""3""","""6""",730.0825688
861,4,"""4""","""11""","""2""","""1""",3,"""4""",2,"""2""",3,"""1""",2,2,"""2""",8,5,3,"""3""","""1""","""1""","""2""","""1""","""2""",730.5174312
863,4,"""4""","""1""","""1""","""1""",3,"""12""",2,"""5""",3,"""2""",2,2,"""2""",5,7,3,"""3""","""2""","""1""","""2""","""1""","""1""",730.9522936
868,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",5,3,3,"""3""","""1""","""1""","""2""","""1""","""5""",731.387156
872,2,"""2""","""11""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",5,7,3,"""3""","""1""","""2""","""4""","""1""","""2""",731.8220183
873,2,"""2""","""16""","""2""","""2""",2,"""9""",2,"""5""",2,"""2""",2,2,"""2""",6,6,3,"""3""","""1""","""2""","""2""","""1""","""8""",732.2568807
876,4,"""4""","""35""","""1""","""1""",3,"""2""",1,"""1""",3,"""1""",1,2,"""2""",8,7,3,"""3""","""0""","""2""","""1""","""2""","""1""",732.6917431
877,1,"""1""","""19""","""1""","""1""",2,"""3""",1,"""8""",2,"""1""",2,2,"""2""",3,10,3,"""3""","""1""","""1""","""4""","""1""","""1""",733.1266055
878,2,"""2""","""16""","""2""","""1""",2,"""6""",1,"""5""",2,"""1""",2,2,"""2""",6,10,3,"""3""","""2""","""2""","""4""","""1""","""3""",733.5614679
884,1,"""1""","""11""","""1""","""2""",1,"""1""",2,"""5""",1,"""2""",2,2,"""2""",10,9,3,"""3""","""0""","""1""","""4""","""2""","""4""",733.9963303
885,2,"""2""","""2""","""2""","""2""",2,"""4""",2,"""5""",2,"""1""",2,2,"""2""",9,7,3,"""3""","""2""","""1""","""4""","""1""","""2""",734.4311927
894,1,"""1""","""20""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",2,1,3,"""3""","""0""","""2""","""4""","""2""","""1""",734.866055
897,4,"""4""","""16""","""2""","""3""",2,"""12""",2,"""2""",2,"""2""",2,2,"""2""",3,9,3,"""3""","""2""","""1""","""3""","""1""","""3""",735.3009174
898,2,"""2""","""11""","""1""","""1""",2,"""12""",2,"""8""",2,"""2""",2,2,"""2""",1,10,3,"""3""","""2""","""2""","""4""","""1""","""6""",735.7357798
905,2,"""2""","""35""","""1""","""2""",2,"""1""",1,"""5""",2,"""2""",2,2,"""2""",8,3,3,"""3""","""1""","""2""","""3""","""1""","""2""",736.1706422
906,2,"""2""","""29""","""2""","""1""",2,"""1""",2,"""8""",2,"""1""",2,2,"""2""",6,7,3,"""3""","""1""","""1""","""3""","""1""","""2""",736.6055046
911,4,"""4""","""13""","""1""","""1""",3,"""1""",2,"""2""",3,"""1""",3,2,"""2""",4,6,3,"""3""","""1""","""1""","""3""","""1""","""3""",737.040367
921,4,"""4""","""11""","""2""","""1""",1,"""12""",1,"""5""",1,"""1""",1,2,"""2""",3,8,3,"""3""","""2""","""1""","""4""","""1""","""1""",737.4752294
